"TL","Territory Level and Typology","REG_ID","Region","VAR","Variable","VINTAGE","Vintage","DWELLINGS","Dwellings","MEASURE","Measure","FREQ","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,-0.068,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,-0.169,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,0.238,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,-0.068,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,0.305,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,0.473,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,0.235,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,0.168,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,0.168,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,0.301,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,0.367,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,0.233,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,0.398,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,0.33,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,0.888,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,0.587,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,1.07,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,0.642,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,0.287,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,0.413,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,2.881,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,2.462,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,1.592,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,1.035,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,1.463,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,4.671,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,1.873,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,9.951,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,3.148,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,2.647,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,4.57,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,4.776,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,1.261,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,1.533,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,0.472,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,-0.657,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,-1.985,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,-2.218,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,0,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,-1.677,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,0.1,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,2.405,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-0.587,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,2.067,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,3.472,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,4.38,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,6.518,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,1.341,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,2.399,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,4.909,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,5.086,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,1.452,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,2.004,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,0.655,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,-0.929,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,-2.72,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,-3.086,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,0.199,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,-2.085,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,0.507,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,3.835,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-1.263,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,2.067,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,3.568,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,5.121,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,8.415,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,1.471,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,2.576,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2000-Q1","Q1-2000","PC","Percentage","0","Units",,,-0.091,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2000-Q2","Q2-2000","PC","Percentage","0","Units",,,-0.273,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2000-Q3","Q3-2000","PC","Percentage","0","Units",,,-0.137,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2000-Q4","Q4-2000","PC","Percentage","0","Units",,,-0.137,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2001-Q1","Q1-2001","PC","Percentage","0","Units",,,0,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2001-Q2","Q2-2001","PC","Percentage","0","Units",,,0.366,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2001-Q3","Q3-2001","PC","Percentage","0","Units",,,0.958,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2001-Q4","Q4-2001","PC","Percentage","0","Units",,,0.859,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2002-Q1","Q1-2002","PC","Percentage","0","Units",,,0.538,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2002-Q2","Q2-2002","PC","Percentage","0","Units",,,0.668,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2002-Q3","Q3-2002","PC","Percentage","0","Units",,,0.089,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2002-Q4","Q4-2002","PC","Percentage","0","Units",,,0.663,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2003-Q1","Q1-2003","PC","Percentage","0","Units",,,1.098,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2003-Q2","Q2-2003","PC","Percentage","0","Units",,,1.391,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2003-Q3","Q3-2003","PC","Percentage","0","Units",,,0.386,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2003-Q4","Q4-2003","PC","Percentage","0","Units",,,0.854,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2004-Q1","Q1-2004","PC","Percentage","0","Units",,,1.99,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2004-Q2","Q2-2004","PC","Percentage","0","Units",,,1.37,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2004-Q3","Q3-2004","PC","Percentage","0","Units",,,0.942,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2004-Q4","Q4-2004","PC","Percentage","0","Units",,,0.69,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2005-Q1","Q1-2005","PC","Percentage","0","Units",,,0.403,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2005-Q2","Q2-2005","PC","Percentage","0","Units",,,2.568,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2005-Q3","Q3-2005","PC","Percentage","0","Units",,,1.056,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2005-Q4","Q4-2005","PC","Percentage","0","Units",,,0.503,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2006-Q1","Q1-2006","PC","Percentage","0","Units",,,2.119,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2006-Q2","Q2-2006","PC","Percentage","0","Units",,,1.697,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2006-Q3","Q3-2006","PC","Percentage","0","Units",,,2.596,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2006-Q4","Q4-2006","PC","Percentage","0","Units",,,1.808,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2007-Q1","Q1-2007","PC","Percentage","0","Units",,,0.391,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2007-Q2","Q2-2007","PC","Percentage","0","Units",,,3.325,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2007-Q3","Q3-2007","PC","Percentage","0","Units",,,1.643,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2007-Q4","Q4-2007","PC","Percentage","0","Units",,,0.775,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2008-Q1","Q1-2008","PC","Percentage","0","Units",,,0.468,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","Q","Quarterly","2008-Q2","Q2-2008","PC","Percentage","0","Units",,,0.366,,
